,customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points
46539,7197,QuickStop Market,2025-12-14,Health & Wellness,Orange Juice,5,27.07,135.35,13.65,121.7,1132
46548,6744,QuickStop Market,2025-01-01,Bakery,Bread,2,4.4,8.8,1.02,7.78,85
46549,1481,FreshMart,2025-04-12,Snacks,Chocolate,2,4.81,9.62,0.41,9.21,95
46552,9655,ValuePlus Market,2025-12-10,Snacks,Chocolate,1,1.91,1.91,0.22,1.69,15
46553,9808,QuickStop Market,2025-02-24,Produce,Apples,2,8.11,16.22,1.25,14.97,129
46577,9613,FreshMart,2025-05-28,Health & Wellness,Vitamins,1,27.29,27.29,1.4,25.89,298
46582,9217,FreshMart,2025-11-13,Produce,Ground Beef,2,10.64,21.28,1.53,19.75,249
46607,2602,QuickStop Market,2025-05-18,Dairy,Milk,2,6.84,13.68,1.23,12.45,133
46625,9876,ValuePlus Market,2025-11-24,Produce,Bananas,1,10.67,10.67,1.19,9.48,82
46627,5314,ValuePlus Market,2025-04-13,Health & Wellness,Orange Juice,7,12.43,87.01,8.94,78.07,896
46635,4472,FreshMart,2025-09-24,Bakery,Muffin,4,3.43,13.72,1.05,12.67,169
46640,2616,UrbanGrocers,2025-08-07,Produce,Apples,1,7.33,7.33,0.32,7.01,74
46642,5884,ValuePlus Market,2025-10-20,Dairy,Milk,10,6.1,61.0,5.83,55.17,559
46655,1890,FreshMart,2025-04-10,Health & Wellness,Vitamins,1,9.52,9.52,0.57,8.95,90
46656,6456,FreshMart,2025-08-25,Dairy,Yogurt,1,2.66,2.66,0.3,2.36,32
46658,4482,QuickStop Market,2025-05-25,Health & Wellness,Protein Bar,2,11.27,22.54,1.25,21.29,219
46668,7172,UrbanGrocers,2025-04-02,Bakery,Cereal,3,3.03,9.09,1.22,7.87,101
46671,7309,QuickStop Market,2025-12-18,Dairy,Yogurt,2,1.34,2.68,0.14,2.54,28
46692,3617,QuickStop Market,2025-01-14,Produce,Bananas,2,4.98,9.96,1.4,8.56,78
46696,7560,QuickStop Market,2025-05-31,Dairy,Milk,1,2.91,2.91,0.11,2.8,26
46704,5213,UrbanGrocers,2025-04-29,Health & Wellness,Protein Bar,1,13.57,13.57,0.61,12.96,153
46707,1448,QuickStop Market,2025-03-23,Produce,Ground Beef,2,6.25,12.5,0.45,12.05,125
46730,8869,ValuePlus Market,2025-08-10,Produce,Ground Beef,1,8.72,8.72,1.02,7.7,98
46732,8014,FreshMart,2025-02-13,Dairy,Yogurt,4,5.87,23.48,1.16,22.32,242
46734,7910,UrbanGrocers,2025-09-29,Snacks,Chocolate,2,3.66,7.32,0.73,6.59,75
46750,2610,QuickStop Market,2025-11-20,Bakery,Bread,3,5.01,15.03,1.57,13.46,156
46757,7117,QuickStop Market,2025-02-03,Bakery,Cereal,2,5.84,11.68,1.55,10.13,103
46758,5712,QuickStop Market,2025-10-25,Health & Wellness,Protein Bar,5,25.95,129.75,10.19,119.56,1361
46763,3643,QuickStop Market,2025-05-02,Dairy,Milk,3,8.02,24.06,1.87,22.19,285
46770,8121,UrbanGrocers,2025-02-15,Health & Wellness,Orange Juice,10,20.78,207.8,14.32,193.48,2352
46772,5461,UrbanGrocers,2025-05-22,Dairy,Yogurt,4,4.48,17.92,2.13,15.79,159
46777,5517,QuickStop Market,2025-12-26,Health & Wellness,Vitamins,2,18.53,37.06,3.43,33.63,314
46783,2732,UrbanGrocers,2025-08-19,Snacks,Chocolate,2,1.78,3.56,0.41,3.15,27
46786,3587,UrbanGrocers,2025-06-01,Snacks,Chips,1,2.45,2.45,0.06,2.39,33
46792,9464,UrbanGrocers,2025-07-09,Dairy,Cheese,3,1.11,3.33,0.34,2.99,35
46803,4552,UrbanGrocers,2025-06-24,Snacks,Chocolate,4,5.32,21.28,0.89,20.39,245
46810,8123,FreshMart,2025-05-12,Snacks,Cookies,4,4.68,18.72,0.84,17.88,221
46819,6674,QuickStop Market,2025-04-11,Snacks,Cookies,8,4.3,34.4,0.74,33.66,469
46832,8025,ValuePlus Market,2025-12-20,Dairy,Cheese,4,8.12,32.48,3.22,29.26,254
46833,2021,QuickStop Market,2025-07-15,Dairy,Milk,6,4.27,25.62,1.62,24.0,236
46839,3898,FreshMart,2025-12-21,Produce,Bananas,4,6.3,25.2,1.82,23.38,229
46862,9882,QuickStop Market,2025-09-19,Dairy,Milk,2,7.44,14.88,0.85,14.03,133
46865,6030,UrbanGrocers,2025-03-23,Bakery,Muffin,1,6.45,6.45,0.85,5.6,50
46870,4311,FreshMart,2025-09-14,Health & Wellness,Orange Juice,1,21.7,21.7,2.52,19.18,164
46871,1826,QuickStop Market,2025-10-31,Dairy,Yogurt,1,1.51,1.51,0.21,1.3,15
46882,7569,ValuePlus Market,2025-02-21,Health & Wellness,Orange Juice,1,27.26,27.26,3.25,24.01,287
46884,2346,FreshMart,2025-01-01,Dairy,Milk,5,4.14,20.7,1.56,19.14,178
46890,3901,FreshMart,2025-05-21,Dairy,Milk,1,2.59,2.59,0.36,2.23,30
46895,4487,ValuePlus Market,2025-12-03,Health & Wellness,Orange Juice,2,9.73,19.46,1.78,17.68,165
46898,3967,FreshMart,2025-11-22,Bakery,Cereal,1,5.93,5.93,0.33,5.6,47
46912,9526,ValuePlus Market,2025-09-21,Dairy,Milk,5,6.16,30.8,2.23,28.57,325
46919,4530,QuickStop Market,2025-01-15,Snacks,Chocolate,1,2.66,2.66,0.32,2.34,30
46924,1718,ValuePlus Market,2025-01-25,Bakery,Croissant,1,5.02,5.02,0.24,4.78,52
46933,2569,QuickStop Market,2025-12-28,Health & Wellness,Orange Juice,1,14.46,14.46,1.62,12.84,116
46935,4574,ValuePlus Market,2025-12-21,Produce,Tomatoes,2,2.01,4.02,0.25,3.77,42
46943,4077,QuickStop Market,2025-07-16,Health & Wellness,Orange Juice,1,7.86,7.86,0.74,7.12,73
46946,5100,UrbanGrocers,2025-06-21,Produce,Ground Beef,2,3.92,7.84,1.06,6.78,57
46976,8055,FreshMart,2025-01-07,Dairy,Milk,1,8.6,8.6,0.29,8.31,80
46989,3318,QuickStop Market,2025-11-17,Dairy,Milk,1,2.13,2.13,0.2,1.93,19
46990,7342,ValuePlus Market,2025-05-11,Bakery,Bread,2,2.92,5.84,0.32,5.52,53
46992,9288,UrbanGrocers,2025-01-01,Bakery,Cereal,1,5.27,5.27,0.55,4.72,55
47001,7835,QuickStop Market,2025-05-09,Bakery,Bread,4,5.69,22.76,0.62,22.14,206
47002,9885,FreshMart,2025-01-25,Health & Wellness,Protein Bar,2,26.27,52.54,1.33,51.21,431
47018,3958,UrbanGrocers,2025-12-03,Health & Wellness,Vitamins,2,26.28,52.56,2.53,50.03,507
47022,9199,FreshMart,2025-06-02,Dairy,Milk,1,4.04,4.04,0.46,3.58,38
47026,4452,UrbanGrocers,2025-12-04,Dairy,Milk,2,8.65,17.3,2.3,15.0,185
47027,6351,QuickStop Market,2025-09-27,Dairy,Cheese,1,6.12,6.12,0.16,5.96,82
47062,6708,ValuePlus Market,2025-11-30,Health & Wellness,Vitamins,1,9.24,9.24,0.3,8.94,103
47066,2616,UrbanGrocers,2025-03-03,Produce,Apples,3,7.09,21.27,1.49,19.78,224
47068,1277,QuickStop Market,2025-12-08,Dairy,Cheese,7,4.11,28.77,0.99,27.78,298
47074,2509,FreshMart,2025-04-19,Produce,Tomatoes,7,7.41,51.87,5.19,46.68,581
47085,1530,ValuePlus Market,2025-02-06,Dairy,Milk,3,3.9,11.7,1.61,10.09,93
47087,2380,FreshMart,2025-05-15,Dairy,Yogurt,1,7.27,7.27,0.31,6.96,97
47089,6512,FreshMart,2025-11-05,Produce,Bananas,3,7.14,21.42,2.14,19.28,242
47099,9561,ValuePlus Market,2025-12-15,Dairy,Milk,6,7.28,43.68,1.88,41.8,399
47112,6450,QuickStop Market,2025-05-31,Bakery,Cereal,1,5.49,5.49,0.38,5.11,43
47130,2433,ValuePlus Market,2025-10-27,Snacks,Chips,2,3.79,7.58,1.09,6.49,58
47136,3955,FreshMart,2025-11-06,Snacks,Chips,3,3.64,10.92,1.07,9.85,132
47138,3000,FreshMart,2025-12-27,Snacks,Chocolate,1,2.28,2.28,0.25,2.03,21
47139,8342,ValuePlus Market,2025-07-20,Produce,Apples,2,4.56,9.12,1.22,7.9,101
47159,7880,FreshMart,2025-08-28,Snacks,Chocolate,1,4.08,4.08,0.57,3.51,33
47162,2632,FreshMart,2025-01-13,Bakery,Bread,3,4.09,12.27,1.35,10.92,134
47167,1912,QuickStop Market,2025-03-09,Snacks,Cookies,2,1.91,3.82,0.26,3.56,32
47169,6621,UrbanGrocers,2025-11-10,Produce,Bananas,3,8.28,24.84,2.12,22.72,285
47172,4819,FreshMart,2025-05-11,Bakery,Muffin,1,4.87,4.87,0.18,4.69,38
47173,2173,FreshMart,2025-11-21,Bakery,Cereal,2,4.71,9.42,0.2,9.22,74
47175,2420,UrbanGrocers,2025-05-28,Produce,Apples,4,8.38,33.52,3.98,29.54,372
47177,2834,UrbanGrocers,2025-09-10,Health & Wellness,Vitamins,1,23.89,23.89,3.15,20.74,223
47186,4032,QuickStop Market,2025-01-08,Health & Wellness,Protein Bar,4,23.94,95.76,7.44,88.32,959
47187,4075,QuickStop Market,2025-03-31,Produce,Tomatoes,3,5.42,16.26,1.48,14.78,135
47190,2113,QuickStop Market,2025-08-24,Produce,Apples,1,8.72,8.72,0.89,7.83,78
47193,8007,QuickStop Market,2025-11-24,Health & Wellness,Orange Juice,4,8.14,32.56,3.26,29.3,341
47199,8099,ValuePlus Market,2025-07-14,Bakery,Cereal,4,6.09,24.36,3.25,21.11,270
47200,1964,UrbanGrocers,2025-03-11,Health & Wellness,Vitamins,1,20.67,20.67,2.6,18.07,185
47218,4002,FreshMart,2025-05-17,Bakery,Bread,2,2.37,4.74,0.21,4.53,56
47229,3412,UrbanGrocers,2025-08-08,Dairy,Yogurt,5,6.62,33.1,4.47,28.63,277
47235,4415,FreshMart,2025-12-06,Snacks,Cookies,2,4.86,9.72,0.81,8.91,110
47238,9746,ValuePlus Market,2025-07-06,Health & Wellness,Orange Juice,1,20.89,20.89,2.82,18.07,191
47240,7606,QuickStop Market,2025-09-16,Dairy,Milk,1,2.22,2.22,0.09,2.13,28
47241,3846,QuickStop Market,2025-11-28,Dairy,Cheese,3,5.56,16.68,2.26,14.42,185
47245,3565,ValuePlus Market,2025-06-15,Health & Wellness,Orange Juice,5,7.23,36.15,4.61,31.54,432
47252,6516,QuickStop Market,2025-05-20,Snacks,Cookies,2,1.3,2.6,0.21,2.39,32
47262,5454,FreshMart,2025-04-26,Dairy,Cheese,1,3.62,3.62,0.2,3.42,27
47265,9432,UrbanGrocers,2025-11-08,Bakery,Bread,2,6.04,12.08,1.33,10.75,126
47267,5954,ValuePlus Market,2025-01-18,Produce,Ground Beef,2,3.09,6.18,0.56,5.62,72
47312,7420,UrbanGrocers,2025-01-22,Health & Wellness,Orange Juice,3,13.54,40.62,3.66,36.96,330
47318,8469,ValuePlus Market,2025-07-22,Health & Wellness,Vitamins,3,19.89,59.67,3.97,55.7,490
47319,3750,FreshMart,2025-08-25,Bakery,Muffin,3,6.04,18.12,1.55,16.57,185
47323,9427,ValuePlus Market,2025-03-05,Dairy,Milk,2,6.23,12.46,1.29,11.17,115
47326,9232,FreshMart,2025-04-14,Produce,Apples,4,3.17,12.68,0.9,11.78,96
47327,8485,ValuePlus Market,2025-08-11,Produce,Tomatoes,2,9.71,19.42,1.08,18.34,151
47330,7404,ValuePlus Market,2025-04-10,Snacks,Cookies,1,2.81,2.81,0.18,2.63,31
47346,7059,QuickStop Market,2025-09-28,Produce,Bananas,2,5.03,10.06,1.13,8.93,116
47347,7176,FreshMart,2025-06-01,Dairy,Yogurt,1,4.67,4.67,0.15,4.52,57
47351,6039,QuickStop Market,2025-10-04,Produce,Bananas,1,6.19,6.19,0.8,5.39,48
47354,6571,UrbanGrocers,2025-02-05,Snacks,Chocolate,1,5.12,5.12,0.69,4.43,40
47356,7011,ValuePlus Market,2025-12-07,Bakery,Cereal,1,5.8,5.8,0.54,5.26,58
47367,4529,UrbanGrocers,2025-11-08,Health & Wellness,Orange Juice,10,26.59,265.9,13.63,252.27,3003
47397,1232,UrbanGrocers,2025-03-07,Produce,Ground Beef,2,7.45,14.9,1.44,13.46,159
47404,4457,FreshMart,2025-02-16,Health & Wellness,Vitamins,1,23.15,23.15,0.5,22.65,288
47405,5499,QuickStop Market,2025-07-22,Bakery,Cereal,1,4.91,4.91,0.49,4.42,49
47421,1374,FreshMart,2025-01-15,Health & Wellness,Orange Juice,2,15.1,30.2,1.93,28.27,380
47423,8525,FreshMart,2025-06-19,Health & Wellness,Vitamins,2,18.77,37.54,4.2,33.34,453
47425,2981,ValuePlus Market,2025-06-27,Dairy,Cheese,3,4.73,14.19,0.33,13.86,176
47429,9019,UrbanGrocers,2025-12-11,Produce,Tomatoes,2,7.2,14.4,0.45,13.95,153
47433,7410,ValuePlus Market,2025-09-10,Health & Wellness,Orange Juice,3,15.93,47.79,6.02,41.77,507
47434,3580,QuickStop Market,2025-12-15,Dairy,Milk,5,3.65,18.25,0.66,17.59,151
47443,6576,QuickStop Market,2025-10-10,Produce,Ground Beef,1,6.72,6.72,0.71,6.01,80
47446,1567,QuickStop Market,2025-01-24,Health & Wellness,Protein Bar,1,9.66,9.66,0.89,8.77,113
47456,9457,ValuePlus Market,2025-12-26,Bakery,Croissant,2,6.19,12.38,1.17,11.21,96
47464,3859,FreshMart,2025-03-12,Snacks,Cookies,1,1.21,1.21,0.17,1.04,9
47472,1967,ValuePlus Market,2025-06-14,Health & Wellness,Orange Juice,6,21.31,127.86,9.86,118.0,1488
47476,2504,QuickStop Market,2025-12-01,Snacks,Cookies,3,5.02,15.06,1.29,13.77,164
47482,8219,QuickStop Market,2025-12-05,Health & Wellness,Orange Juice,6,6.53,39.18,3.81,35.37,460
47489,6939,UrbanGrocers,2025-08-18,Health & Wellness,Protein Bar,4,12.29,49.16,7.29,41.87,395
47497,4008,QuickStop Market,2025-12-25,Bakery,Croissant,1,4.05,4.05,0.26,3.79,36
47499,2861,ValuePlus Market,2025-08-24,Dairy,Cheese,2,4.02,8.04,1.18,6.86,76
47513,6800,QuickStop Market,2025-03-03,Dairy,Cheese,1,3.4,3.4,0.09,3.31,33
47515,1151,ValuePlus Market,2025-09-26,Snacks,Chocolate,3,2.37,7.11,0.37,6.74,54
47518,7561,ValuePlus Market,2025-12-22,Snacks,Chips,1,2.34,2.34,0.26,2.08,18
47539,9000,FreshMart,2025-08-29,Bakery,Croissant,6,3.99,23.94,1.51,22.43,237
47550,1758,UrbanGrocers,2025-06-13,Produce,Apples,6,10.85,65.1,9.6,55.5,585
47552,2178,ValuePlus Market,2025-03-28,Snacks,Chips,2,4.23,8.46,0.25,8.21,70
47553,3340,QuickStop Market,2025-11-04,Health & Wellness,Protein Bar,3,20.67,62.01,6.49,55.52,688
47555,5931,ValuePlus Market,2025-10-18,Bakery,Bread,4,4.12,16.48,0.62,15.86,220
47560,8652,ValuePlus Market,2025-02-01,Snacks,Cookies,4,2.45,9.8,0.27,9.53,97
47565,1120,FreshMart,2025-03-19,Produce,Bananas,3,10.48,31.44,0.74,30.7,289
47568,4246,FreshMart,2025-09-20,Bakery,Cereal,5,2.93,14.65,2.1,12.55,132
47586,7066,UrbanGrocers,2025-12-06,Dairy,Yogurt,1,6.54,6.54,0.14,6.4,81
47587,8507,FreshMart,2025-02-09,Produce,Tomatoes,4,10.76,43.04,4.63,38.41,389
47588,4184,UrbanGrocers,2025-12-12,Health & Wellness,Protein Bar,2,13.33,26.66,3.05,23.61,299
47590,9063,ValuePlus Market,2025-12-01,Dairy,Yogurt,4,1.56,6.24,0.59,5.65,59
47595,5130,UrbanGrocers,2025-03-16,Bakery,Bread,1,2.71,2.71,0.39,2.32,27
47602,1955,FreshMart,2025-10-18,Health & Wellness,Orange Juice,2,23.25,46.5,1.1,45.4,407
47608,3147,FreshMart,2025-11-15,Dairy,Milk,5,1.33,6.65,0.88,5.77,61
47616,9733,FreshMart,2025-12-13,Dairy,Cheese,1,6.44,6.44,0.61,5.83,56
47623,1350,FreshMart,2025-11-19,Snacks,Chips,4,3.83,15.32,1.32,14.0,195
47632,5488,UrbanGrocers,2025-07-04,Health & Wellness,Orange Juice,8,27.24,217.92,22.25,195.67,2611
47634,3252,QuickStop Market,2025-03-08,Bakery,Muffin,12,3.41,40.92,3.92,37.0,475
47646,1237,FreshMart,2025-12-30,Health & Wellness,Orange Juice,3,18.64,55.92,1.37,54.55,538
47647,5323,ValuePlus Market,2025-10-03,Dairy,Milk,1,1.7,1.7,0.23,1.47,14
47662,1203,QuickStop Market,2025-06-28,Produce,Bananas,1,1.15,1.15,0.16,0.99,9
47663,2148,QuickStop Market,2025-01-06,Health & Wellness,Protein Bar,1,7.99,7.99,0.95,7.04,66
47665,3689,FreshMart,2025-02-17,Snacks,Chips,2,4.2,8.4,0.84,7.56,80
47667,8257,ValuePlus Market,2025-08-06,Bakery,Bread,5,5.17,25.85,0.65,25.2,297
47676,4607,QuickStop Market,2025-06-11,Produce,Apples,2,5.97,11.94,1.63,10.31,122
47678,5067,ValuePlus Market,2025-05-14,Dairy,Milk,1,4.25,4.25,0.24,4.01,48
47679,1428,UrbanGrocers,2025-05-12,Snacks,Cookies,2,5.38,10.76,1.01,9.75,109
47687,8740,QuickStop Market,2025-12-03,Snacks,Chocolate,4,2.34,9.36,0.94,8.42,91
47697,2674,FreshMart,2025-08-23,Bakery,Cereal,1,5.17,5.17,0.73,4.44,44
47699,3920,FreshMart,2025-06-11,Snacks,Chocolate,2,4.18,8.36,1.24,7.12,74
47707,4387,UrbanGrocers,2025-08-18,Snacks,Chips,1,2.56,2.56,0.07,2.49,33
47708,6309,QuickStop Market,2025-12-27,Health & Wellness,Protein Bar,6,21.17,127.02,10.74,116.28,1614
47710,5670,ValuePlus Market,2025-05-21,Snacks,Chocolate,3,1.82,5.46,0.66,4.8,62
47711,5920,QuickStop Market,2025-05-14,Bakery,Bread,2,3.99,7.98,0.73,7.25,62
47712,7660,UrbanGrocers,2025-12-19,Dairy,Cheese,2,1.74,3.48,0.12,3.36,31
47720,1664,UrbanGrocers,2025-12-02,Dairy,Yogurt,3,8.17,24.51,2.98,21.53,282
47727,8896,QuickStop Market,2025-05-18,Health & Wellness,Orange Juice,1,15.8,15.8,2.07,13.73,187
47734,2842,UrbanGrocers,2025-10-30,Dairy,Yogurt,3,1.28,3.84,0.26,3.58,41
47740,2885,ValuePlus Market,2025-04-23,Snacks,Chocolate,3,1.44,4.32,0.11,4.21,58
47742,8652,QuickStop Market,2025-11-23,Bakery,Croissant,4,2.46,9.84,1.2,8.64,79
47745,5291,QuickStop Market,2025-10-12,Produce,Bananas,7,10.69,74.83,7.14,67.69,662
47749,7980,FreshMart,2025-05-16,Produce,Bananas,3,7.28,21.84,2.81,19.03,224
47755,2082,FreshMart,2025-10-13,Dairy,Cheese,6,4.86,29.16,4.0,25.16,205
47757,1590,UrbanGrocers,2025-08-29,Health & Wellness,Vitamins,5,19.55,97.75,9.91,87.84,708
47758,2292,QuickStop Market,2025-11-11,Dairy,Milk,2,1.22,2.44,0.24,2.2,30
47759,5008,QuickStop Market,2025-02-17,Bakery,Bread,1,6.37,6.37,0.13,6.24,50
47760,5320,UrbanGrocers,2025-12-03,Produce,Tomatoes,2,3.16,6.32,0.58,5.74,54
47767,3215,QuickStop Market,2025-12-07,Bakery,Bread,2,4.95,9.9,1.22,8.68,111
47769,5921,UrbanGrocers,2025-11-21,Health & Wellness,Vitamins,1,26.58,26.58,3.51,23.07,200
47779,7935,UrbanGrocers,2025-12-16,Produce,Ground Beef,1,3.52,3.52,0.47,3.05,37
47794,3525,FreshMart,2025-08-30,Dairy,Milk,1,2.08,2.08,0.25,1.83,15
47797,4203,QuickStop Market,2025-05-12,Bakery,Cereal,3,4.87,14.61,1.94,12.67,102
47804,2755,UrbanGrocers,2025-02-08,Bakery,Croissant,2,2.9,5.8,0.25,5.55,77
47808,6218,UrbanGrocers,2025-08-21,Dairy,Yogurt,2,6.29,12.58,1.64,10.94,93
47827,8248,QuickStop Market,2025-08-06,Dairy,Yogurt,8,6.03,48.24,4.82,43.42,603
47830,2748,FreshMart,2025-04-06,Snacks,Cookies,1,3.67,3.67,0.25,3.42,46
47833,7753,ValuePlus Market,2025-10-24,Snacks,Cookies,3,1.64,4.92,0.32,4.6,44
47841,5467,UrbanGrocers,2025-08-02,Dairy,Milk,2,8.5,17.0,1.79,15.21,135
47846,6395,ValuePlus Market,2025-05-08,Bakery,Croissant,9,5.69,51.21,6.5,44.71,367
47850,5722,UrbanGrocers,2025-05-03,Bakery,Cereal,1,5.5,5.5,0.39,5.11,53
47853,1981,UrbanGrocers,2025-08-09,Produce,Ground Beef,12,8.22,98.64,14.01,84.63,859
47857,1442,FreshMart,2025-06-29,Health & Wellness,Protein Bar,4,19.58,78.32,11.34,66.98,771
47871,9382,FreshMart,2025-07-20,Bakery,Bread,4,4.58,18.32,2.19,16.13,213
47873,2403,ValuePlus Market,2025-08-09,Bakery,Bread,10,6.45,64.5,9.61,54.89,687
47874,3590,ValuePlus Market,2025-07-11,Bakery,Muffin,6,3.39,20.34,3.0,17.34,171
47876,7312,QuickStop Market,2025-03-30,Bakery,Croissant,1,4.13,4.13,0.56,3.57,41
47929,9310,FreshMart,2025-02-01,Snacks,Cookies,4,4.45,17.8,0.72,17.08,187
47933,1385,QuickStop Market,2025-07-30,Produce,Bananas,1,10.15,10.15,0.23,9.92,103
47937,1727,ValuePlus Market,2025-11-20,Dairy,Cheese,1,7.26,7.26,0.75,6.51,75
47941,9536,UrbanGrocers,2025-07-02,Produce,Apples,6,7.98,47.88,2.4,45.48,624
47944,2510,QuickStop Market,2025-07-24,Produce,Bananas,3,6.45,19.35,1.82,17.53,149
47954,1416,ValuePlus Market,2025-07-04,Snacks,Cookies,3,2.96,8.88,0.35,8.53,68
47956,9312,ValuePlus Market,2025-10-26,Health & Wellness,Orange Juice,1,21.61,21.61,0.97,20.64,275
47958,8221,UrbanGrocers,2025-01-22,Produce,Apples,1,7.67,7.67,0.81,6.86,81
47983,5186,FreshMart,2025-10-09,Snacks,Chips,4,4.2,16.8,2.27,14.53,200
47985,4244,QuickStop Market,2025-12-24,Produce,Apples,4,2.36,9.44,0.47,8.97,100
47994,2733,UrbanGrocers,2025-10-07,Snacks,Cookies,2,4.39,8.78,1.26,7.52,86
48003,6800,FreshMart,2025-10-05,Snacks,Chips,5,2.45,12.25,0.27,11.98,115
48004,4901,ValuePlus Market,2025-12-31,Bakery,Cereal,1,3.34,3.34,0.2,3.14,30
48011,1629,ValuePlus Market,2025-01-05,Dairy,Yogurt,2,8.41,16.82,2.43,14.39,126
48013,3980,QuickStop Market,2025-01-13,Health & Wellness,Protein Bar,3,13.17,39.51,3.06,36.45,463
48021,8360,ValuePlus Market,2025-09-18,Health & Wellness,Protein Bar,1,21.61,21.61,1.18,20.43,225
48039,8660,QuickStop Market,2025-05-11,Bakery,Bread,2,2.62,5.24,0.13,5.11,51
48047,6799,QuickStop Market,2025-02-24,Dairy,Milk,1,4.03,4.03,0.48,3.55,38
48048,8658,FreshMart,2025-01-06,Health & Wellness,Orange Juice,7,23.96,167.72,7.73,159.99,2045
48053,1025,FreshMart,2025-05-01,Produce,Bananas,3,4.81,14.43,0.53,13.9,155
48058,2155,UrbanGrocers,2025-03-08,Dairy,Cheese,4,2.65,10.6,1.18,9.42,114
48074,1908,FreshMart,2025-06-18,Health & Wellness,Orange Juice,1,17.99,17.99,2.3,15.69,167
48076,2101,FreshMart,2025-12-04,Dairy,Yogurt,1,2.41,2.41,0.31,2.1,21
48077,2787,FreshMart,2025-05-20,Health & Wellness,Vitamins,1,10.6,10.6,1.37,9.23,76
48090,9066,QuickStop Market,2025-09-03,Bakery,Muffin,1,4.28,4.28,0.17,4.11,37
48092,7664,UrbanGrocers,2025-11-09,Bakery,Muffin,1,5.28,5.28,0.57,4.71,44
48095,3196,ValuePlus Market,2025-01-06,Produce,Bananas,4,7.95,31.8,2.5,29.3,389
48099,7923,UrbanGrocers,2025-06-11,Snacks,Chips,4,1.31,5.24,0.57,4.67,40
48105,6094,FreshMart,2025-09-20,Dairy,Yogurt,2,6.88,13.76,0.37,13.39,165
48110,2757,UrbanGrocers,2025-04-27,Dairy,Yogurt,6,8.34,50.04,1.31,48.73,643
48118,3287,ValuePlus Market,2025-11-22,Produce,Bananas,5,4.99,24.95,1.82,23.13,218
48119,3774,FreshMart,2025-12-14,Dairy,Milk,8,4.98,39.84,1.06,38.78,343
48131,7274,FreshMart,2025-03-13,Snacks,Cookies,5,4.62,23.1,0.85,22.25,185
48132,8315,UrbanGrocers,2025-03-08,Snacks,Cookies,2,3.37,6.74,0.97,5.77,69
48140,9941,UrbanGrocers,2025-06-21,Dairy,Yogurt,5,7.33,36.65,2.65,34.0,314
48151,5032,UrbanGrocers,2025-04-15,Bakery,Bread,1,3.79,3.79,0.12,3.67,50
48157,2772,ValuePlus Market,2025-01-08,Bakery,Cereal,3,5.1,15.3,0.37,14.93,174
48162,9706,ValuePlus Market,2025-01-17,Bakery,Muffin,2,3.74,7.48,0.23,7.25,91
48168,7176,ValuePlus Market,2025-04-13,Dairy,Milk,2,5.97,11.94,0.82,11.12,147
48175,6032,QuickStop Market,2025-11-28,Snacks,Cookies,2,2.79,5.58,0.59,4.99,64
48178,4723,UrbanGrocers,2025-08-16,Bakery,Bread,1,4.26,4.26,0.1,4.16,55
48184,5761,QuickStop Market,2025-01-25,Dairy,Milk,2,3.41,6.82,0.59,6.23,63
48194,6222,UrbanGrocers,2025-08-13,Snacks,Chocolate,3,1.3,3.9,0.49,3.41,45
48198,2861,QuickStop Market,2025-05-12,Bakery,Cereal,4,5.12,20.48,2.93,17.55,211
48203,9354,ValuePlus Market,2025-07-28,Dairy,Milk,3,6.04,18.12,2.56,15.56,157
48207,3128,UrbanGrocers,2025-10-17,Dairy,Yogurt,2,7.18,14.36,1.76,12.6,175
48210,7108,ValuePlus Market,2025-01-05,Dairy,Yogurt,4,8.32,33.28,2.55,30.73,314
48215,7081,ValuePlus Market,2025-07-18,Bakery,Croissant,1,5.22,5.22,0.29,4.93,61
48217,9404,UrbanGrocers,2025-12-29,Snacks,Chips,1,4.53,4.53,0.13,4.4,60
48228,1456,ValuePlus Market,2025-01-08,Bakery,Cereal,8,4.59,36.72,1.14,35.58,449
48232,4200,FreshMart,2025-07-18,Dairy,Cheese,2,5.68,11.36,0.67,10.69,140
48233,5807,UrbanGrocers,2025-07-14,Snacks,Chips,2,3.94,7.88,0.84,7.04,86
48244,8663,ValuePlus Market,2025-12-31,Snacks,Chocolate,4,2.32,9.28,1.06,8.22,104
48256,2017,ValuePlus Market,2025-02-11,Produce,Ground Beef,6,7.54,45.24,1.41,43.83,418
48261,7626,UrbanGrocers,2025-05-21,Health & Wellness,Orange Juice,1,9.23,9.23,0.34,8.89,118
48263,1276,UrbanGrocers,2025-10-17,Snacks,Chips,3,3.91,11.73,0.48,11.25,130
48267,6370,UrbanGrocers,2025-03-22,Dairy,Cheese,1,8.37,8.37,0.43,7.94,87
48268,1808,UrbanGrocers,2025-08-28,Dairy,Yogurt,2,3.57,7.14,0.34,6.8,83
48269,7391,UrbanGrocers,2025-11-28,Health & Wellness,Orange Juice,1,24.54,24.54,2.72,21.82,253
48273,9952,UrbanGrocers,2025-03-03,Snacks,Cookies,6,4.84,29.04,4.23,24.81,263
48275,1151,ValuePlus Market,2025-08-25,Bakery,Croissant,4,3.01,12.04,1.02,11.02,126
48278,7471,QuickStop Market,2025-01-08,Dairy,Cheese,4,1.83,7.32,0.16,7.16,60
